county,period,period_name,year,value
Anderson,12,December,2018,3.2
Anderson,11,November,2018,3.3
Anderson,10,October,2018,3.7
Anderson,9,September,2018,3.6
Anderson,8,August,2018,4
Anderson,7,July,2018,4.3
Anderson,6,June,2018,4.5
Anderson,5,May,2018,3.3
Anderson,4,April,2018,3.3
Anderson,3,March,2018,3.8
Anderson,2,February,2018,3.9
Anderson,1,January,2018,4.1
Anderson,12,December,2017,3.4
Anderson,11,November,2017,3.4
Anderson,10,October,2017,3.6
Anderson,9,September,2017,3.6
Anderson,8,August,2017,4
Anderson,7,July,2017,4.3
Anderson,6,June,2017,4.4
Anderson,5,May,2017,3.3
Anderson,4,April,2017,3.4
Anderson,3,March,2017,4.4
Anderson,2,February,2017,4.6
Anderson,1,January,2017,5
Anderson,12,December,2016,4.5
Anderson,11,November,2016,4.6
Anderson,10,October,2016,5
Anderson,9,September,2016,5.2
Anderson,8,August,2016,5.1
Anderson,7,July,2016,5.4
Anderson,6,June,2016,5.4
Anderson,5,May,2016,4.2
Anderson,4,April,2016,4.3
Anderson,3,March,2016,4.7
Anderson,2,February,2016,4.8
Anderson,1,January,2016,5
Anderson,12,December,2015,4.9
Anderson,11,November,2015,5
Anderson,10,October,2015,5.3
Anderson,9,September,2015,5.5
Anderson,8,August,2015,5.7
Anderson,7,July,2015,6.3
Anderson,6,June,2015,6.4
Anderson,5,May,2015,5.9
Anderson,4,April,2015,5.5
Anderson,3,March,2015,6.1
Anderson,2,February,2015,6.4
Anderson,1,January,2015,6.9
Anderson,12,December,2014,6.1
Anderson,11,November,2014,6.4
Anderson,10,October,2014,6.5
Anderson,9,September,2014,6.7
Anderson,8,August,2014,7.1
Anderson,7,July,2014,7.5
Anderson,6,June,2014,7.2
Anderson,5,May,2014,6.6
Anderson,4,April,2014,6.2
Anderson,3,March,2014,7
Anderson,2,February,2014,7.1
Anderson,1,January,2014,7.1
Anderson,12,December,2013,7.1
Anderson,11,November,2013,7.2
Anderson,10,October,2013,7.7
Anderson,9,September,2013,7.7
Anderson,8,August,2013,7.9
Anderson,7,July,2013,8.3
Anderson,6,June,2013,8.8
Anderson,5,May,2013,7.8
Anderson,4,April,2013,7.7
Anderson,3,March,2013,8.2
Anderson,2,February,2013,8.1
Anderson,1,January,2013,8.5
Anderson,12,December,2012,7.7
Anderson,11,November,2012,7.1
Anderson,10,October,2012,7.5
Anderson,9,September,2012,7.5
Anderson,8,August,2012,8.3
Anderson,7,July,2012,8.7
Anderson,6,June,2012,8.7
Anderson,5,May,2012,7.9
Anderson,4,April,2012,7.4
Anderson,3,March,2012,8.1
Anderson,2,February,2012,8
Anderson,1,January,2012,8.1
Anderson,12,December,2011,7.6
Anderson,11,November,2011,7.6
Anderson,10,October,2011,8
Anderson,9,September,2011,8.6
Anderson,8,August,2011,8.9
Anderson,7,July,2011,8.9
Anderson,6,June,2011,9.5
Anderson,5,May,2011,8.7
Anderson,4,April,2011,8.8
Anderson,3,March,2011,9.3
Anderson,2,February,2011,9.5
Anderson,1,January,2011,9.7
Bedford,12,December,2018,3.2
Bedford,11,November,2018,3.3
Bedford,10,October,2018,3.5
Bedford,9,September,2018,3.7
Bedford,8,August,2018,4.1
Bedford,7,July,2018,4.5
Bedford,6,June,2018,4.7
Bedford,5,May,2018,3.3
Bedford,4,April,2018,3.2
Bedford,3,March,2018,3.6
Bedford,2,February,2018,3.7
Bedford,1,January,2018,4
Bedford,12,December,2017,3.3
Bedford,11,November,2017,3.4
Bedford,10,October,2017,3.5
Bedford,9,September,2017,3.6
Bedford,8,August,2017,4
Bedford,7,July,2017,4.5
Bedford,6,June,2017,4.5
Bedford,5,May,2017,3.8
Bedford,4,April,2017,3.4
Bedford,3,March,2017,4
Bedford,2,February,2017,4.5
Bedford,1,January,2017,5.1
Bedford,12,December,2016,4.6
Bedford,11,November,2016,4.7
Bedford,10,October,2016,5
Bedford,9,September,2016,5.3
Bedford,8,August,2016,5.3
Bedford,7,July,2016,5.7
Bedford,6,June,2016,5.7
Bedford,5,May,2016,4.3
Bedford,4,April,2016,4.3
Bedford,3,March,2016,4.7
Bedford,2,February,2016,4.7
Bedford,1,January,2016,5
Bedford,12,December,2015,5.1
Bedford,11,November,2015,5.5
Bedford,10,October,2015,5.7
Bedford,9,September,2015,6
Bedford,8,August,2015,6.3
Bedford,7,July,2015,7.4
Bedford,6,June,2015,7.5
Bedford,5,May,2015,6.5
Bedford,4,April,2015,6
Bedford,3,March,2015,6.9
Bedford,2,February,2015,6.9
Bedford,1,January,2015,7.4
Bedford,12,December,2014,6.6
Bedford,11,November,2014,7
Bedford,10,October,2014,6.9
Bedford,9,September,2014,7.3
Bedford,8,August,2014,7.8
Bedford,7,July,2014,8.7
Bedford,6,June,2014,8.3
Bedford,5,May,2014,7.2
Bedford,4,April,2014,6.8
Bedford,3,March,2014,7.7
Bedford,2,February,2014,7.7
Bedford,1,January,2014,7.8
Bedford,12,December,2013,7.9
Bedford,11,November,2013,8.2
Bedford,10,October,2013,8.7
Bedford,9,September,2013,8.7
Bedford,8,August,2013,8.9
Bedford,7,July,2013,10
Bedford,6,June,2013,10.2
Bedford,5,May,2013,9
Bedford,4,April,2013,8.7
Bedford,3,March,2013,9.5
Bedford,2,February,2013,9.9
Bedford,1,January,2013,10.6
Bedford,12,December,2012,9.5
Bedford,11,November,2012,9
Bedford,10,October,2012,9.3
Bedford,9,September,2012,9.3
Bedford,8,August,2012,9.8
Bedford,7,July,2012,11
Bedford,6,June,2012,10.7
Bedford,5,May,2012,9.5
Bedford,4,April,2012,8.8
Bedford,3,March,2012,9.8
Bedford,2,February,2012,10.1
Bedford,1,January,2012,10.5
Bedford,12,December,2011,9.7
Bedford,11,November,2011,9.7
Bedford,10,October,2011,10.4
Bedford,9,September,2011,11
Bedford,8,August,2011,11.2
Bedford,7,July,2011,11.5
Bedford,6,June,2011,12.2
Bedford,5,May,2011,11.2
Bedford,4,April,2011,11
Bedford,3,March,2011,11.9
Bedford,2,February,2011,12.4
Bedford,1,January,2011,12.7
Benton,12,December,2018,3.8
Benton,11,November,2018,3.8
Benton,10,October,2018,4.5
Benton,9,September,2018,4.5
Benton,8,August,2018,5
Benton,7,July,2018,5.5
Benton,6,June,2018,5.6
Benton,5,May,2018,4.3
Benton,4,April,2018,4.5
Benton,3,March,2018,5
Benton,2,February,2018,5.8
Benton,1,January,2018,6.8
Benton,12,December,2017,5.3
Benton,11,November,2017,5.1
Benton,10,October,2017,5
Benton,9,September,2017,4.7
Benton,8,August,2017,5.1
Benton,7,July,2017,5.6
Benton,6,June,2017,5.8
Benton,5,May,2017,4.6
Benton,4,April,2017,4.6
Benton,3,March,2017,5.6
Benton,2,February,2017,6.2
Benton,1,January,2017,7.4
Benton,12,December,2016,6.3
Benton,11,November,2016,6.1
Benton,10,October,2016,6.6
Benton,9,September,2016,7.3
Benton,8,August,2016,7.5
Benton,7,July,2016,7.7
Benton,6,June,2016,7.6
Benton,5,May,2016,6.2
Benton,4,April,2016,6.6
Benton,3,March,2016,7.2
Benton,2,February,2016,7.5
Benton,1,January,2016,8.5
Benton,12,December,2015,6.8
Benton,11,November,2015,6.8
Benton,10,October,2015,6.6
Benton,9,September,2015,7.2
Benton,8,August,2015,7.7
Benton,7,July,2015,8.2
Benton,6,June,2015,8
Benton,5,May,2015,7.5
Benton,4,April,2015,7.3
Benton,3,March,2015,8.2
Benton,2,February,2015,8.4
Benton,1,January,2015,9.4
Benton,12,December,2014,8.6
Benton,11,November,2014,8.3
Benton,10,October,2014,8.2
Benton,9,September,2014,8.4
Benton,8,August,2014,8.7
Benton,7,July,2014,9.7
Benton,6,June,2014,9
Benton,5,May,2014,8.1
Benton,4,April,2014,8.1
Benton,3,March,2014,9.2
Benton,2,February,2014,9.2
Benton,1,January,2014,9.6
Benton,12,December,2013,8.9
Benton,11,November,2013,8.9
Benton,10,October,2013,9.3
Benton,9,September,2013,9.5
Benton,8,August,2013,9.8
Benton,7,July,2013,10.4
Benton,6,June,2013,10.2
Benton,5,May,2013,9.4
Benton,4,April,2013,9.4
Benton,3,March,2013,10
Benton,2,February,2013,10.3
Benton,1,January,2013,11.2
Benton,12,December,2012,10
Benton,11,November,2012,9.1
Benton,10,October,2012,9.1
Benton,9,September,2012,9.2
Benton,8,August,2012,10
Benton,7,July,2012,10.9
Benton,6,June,2012,10.1
Benton,5,May,2012,9.4
Benton,4,April,2012,9
Benton,3,March,2012,9.9
Benton,2,February,2012,10.4
Benton,1,January,2012,10.7
Benton,12,December,2011,10.1
Benton,11,November,2011,9.2
Benton,10,October,2011,9.8
Benton,9,September,2011,10.5
Benton,8,August,2011,10.5
Benton,7,July,2011,11.7
Benton,6,June,2011,11.4
Benton,5,May,2011,10.5
Benton,4,April,2011,10.9
Benton,3,March,2011,14.3
Benton,2,February,2011,14.4
Benton,1,January,2011,13.2
Bledsoe,12,December,2018,5.4
Bledsoe,11,November,2018,4.8
Bledsoe,10,October,2018,5.5
Bledsoe,9,September,2018,5.4
Bledsoe,8,August,2018,6.1
Bledsoe,7,July,2018,6.8
Bledsoe,6,June,2018,6.7
Bledsoe,5,May,2018,5.1
Bledsoe,4,April,2018,5.1
Bledsoe,3,March,2018,5.9
Bledsoe,2,February,2018,6.3
Bledsoe,1,January,2018,6.6
Bledsoe,12,December,2017,5.5
Bledsoe,11,November,2017,5.4
Bledsoe,10,October,2017,5.4
Bledsoe,9,September,2017,5.1
Bledsoe,8,August,2017,5.5
Bledsoe,7,July,2017,6.2
Bledsoe,6,June,2017,6.4
Bledsoe,5,May,2017,5
Bledsoe,4,April,2017,5.2
Bledsoe,3,March,2017,6.4
Bledsoe,2,February,2017,7
Bledsoe,1,January,2017,7.8
Bledsoe,12,December,2016,7.1
Bledsoe,11,November,2016,6.7
Bledsoe,10,October,2016,6.7
Bledsoe,9,September,2016,7.2
Bledsoe,8,August,2016,6.8
Bledsoe,7,July,2016,7.4
Bledsoe,6,June,2016,7.5
Bledsoe,5,May,2016,6
Bledsoe,4,April,2016,6.3
Bledsoe,3,March,2016,7
Bledsoe,2,February,2016,6.9
Bledsoe,1,January,2016,7.7
Bledsoe,12,December,2015,7.1
Bledsoe,11,November,2015,6.9
Bledsoe,10,October,2015,7
Bledsoe,9,September,2015,7.3
Bledsoe,8,August,2015,7.2
Bledsoe,7,July,2015,8.4
Bledsoe,6,June,2015,9.2
Bledsoe,5,May,2015,7.9
Bledsoe,4,April,2015,7.4
Bledsoe,3,March,2015,8.3
Bledsoe,2,February,2015,8.9
Bledsoe,1,January,2015,9.6
Bledsoe,12,December,2014,8.4
Bledsoe,11,November,2014,8.4
Bledsoe,10,October,2014,8.6
Bledsoe,9,September,2014,8.6
Bledsoe,8,August,2014,9.1
Bledsoe,7,July,2014,9.8
Bledsoe,6,June,2014,9.8
Bledsoe,5,May,2014,8.6
Bledsoe,4,April,2014,8.1
Bledsoe,3,March,2014,9.1
Bledsoe,2,February,2014,9.8
Bledsoe,1,January,2014,9.7
Bledsoe,12,December,2013,9.2
Bledsoe,11,November,2013,9.2
Bledsoe,10,October,2013,9.7
Bledsoe,9,September,2013,9.9
Bledsoe,8,August,2013,10.2
Bledsoe,7,July,2013,11.1
Bledsoe,6,June,2013,12.1
Bledsoe,5,May,2013,10.2
Bledsoe,4,April,2013,10.1
Bledsoe,3,March,2013,10.6
Bledsoe,2,February,2013,11.1
Bledsoe,1,January,2013,12.2
Bledsoe,12,December,2012,10.7
Bledsoe,11,November,2012,9.7
Bledsoe,10,October,2012,9.8
Bledsoe,9,September,2012,9.5
Bledsoe,8,August,2012,10.4
Bledsoe,7,July,2012,11.6
Bledsoe,6,June,2012,11.5
Bledsoe,5,May,2012,10
Bledsoe,4,April,2012,9.5
Bledsoe,3,March,2012,9.9
Bledsoe,2,February,2012,10.7
Bledsoe,1,January,2012,11.3
Bledsoe,12,December,2011,9.5
Bledsoe,11,November,2011,9.3
Bledsoe,10,October,2011,10
Bledsoe,9,September,2011,10.5
Bledsoe,8,August,2011,11.1
Bledsoe,7,July,2011,11.9
Bledsoe,6,June,2011,12.5
Bledsoe,5,May,2011,10.9
Bledsoe,4,April,2011,11.4
Bledsoe,3,March,2011,12.2
Bledsoe,2,February,2011,12.6
Bledsoe,1,January,2011,13.6
Blount,12,December,2018,2.8
Blount,11,November,2018,2.8
Blount,10,October,2018,3
Blount,9,September,2018,3
Blount,8,August,2018,3.3
Blount,7,July,2018,3.5
Blount,6,June,2018,3.8
Blount,5,May,2018,2.7
Blount,4,April,2018,2.7
Blount,3,March,2018,3.4
Blount,2,February,2018,3.7
Blount,1,January,2018,3.9
Blount,12,December,2017,3.2
Blount,11,November,2017,3.1
Blount,10,October,2017,3
Blount,9,September,2017,3.1
Blount,8,August,2017,3.4
Blount,7,July,2017,3.7
Blount,6,June,2017,3.9
Blount,5,May,2017,2.9
Blount,4,April,2017,3.1
Blount,3,March,2017,3.9
Blount,2,February,2017,4.4
Blount,1,January,2017,4.9
Blount,12,December,2016,4.2
Blount,11,November,2016,4.1
Blount,10,October,2016,4.4
Blount,9,September,2016,4.6
Blount,8,August,2016,4.5
Blount,7,July,2016,4.7
Blount,6,June,2016,4.8
Blount,5,May,2016,3.7
Blount,4,April,2016,3.8
Blount,3,March,2016,4.3
Blount,2,February,2016,4.5
Blount,1,January,2016,4.7
Blount,12,December,2015,4.4
Blount,11,November,2015,4.4
Blount,10,October,2015,4.6
Blount,9,September,2015,4.7
Blount,8,August,2015,4.9
Blount,7,July,2015,5.5
Blount,6,June,2015,5.8
Blount,5,May,2015,5.1
Blount,4,April,2015,4.9
Blount,3,March,2015,5.6
Blount,2,February,2015,5.9
Blount,1,January,2015,6.3
Blount,12,December,2014,5.5
Blount,11,November,2014,5.6
Blount,10,October,2014,5.6
Blount,9,September,2014,5.9
Blount,8,August,2014,6.3
Blount,7,July,2014,6.6
Blount,6,June,2014,6.4
Blount,5,May,2014,5.7
Blount,4,April,2014,5.3
Blount,3,March,2014,6.2
Blount,2,February,2014,6.4
Blount,1,January,2014,6.3
Blount,12,December,2013,6
Blount,11,November,2013,6.1
Blount,10,October,2013,6.8
Blount,9,September,2013,6.7
Blount,8,August,2013,6.9
Blount,7,July,2013,7.3
Blount,6,June,2013,7.6
Blount,5,May,2013,6.7
Blount,4,April,2013,6.7
Blount,3,March,2013,7.1
Blount,2,February,2013,7.6
Blount,1,January,2013,7.9
Blount,12,December,2012,6.9
Blount,11,November,2012,6.1
Blount,10,October,2012,6.6
Blount,9,September,2012,6.7
Blount,8,August,2012,7.3
Blount,7,July,2012,7.6
Blount,6,June,2012,7.6
Blount,5,May,2012,6.9
Blount,4,April,2012,6.6
Blount,3,March,2012,7.3
Blount,2,February,2012,7.6
Blount,1,January,2012,7.6
Blount,12,December,2011,7
Blount,11,November,2011,6.9
Blount,10,October,2011,7.3
Blount,9,September,2011,7.9
Blount,8,August,2011,8
Blount,7,July,2011,8.2
Blount,6,June,2011,8.7
Blount,5,May,2011,8
Blount,4,April,2011,8.3
Blount,3,March,2011,8.9
Blount,2,February,2011,9.3
Blount,1,January,2011,9.6
Bradley,12,December,2018,2.9
Bradley,11,November,2018,3.1
Bradley,10,October,2018,3.4
Bradley,9,September,2018,3.5
Bradley,8,August,2018,3.9
Bradley,7,July,2018,4.1
Bradley,6,June,2018,4.5
Bradley,5,May,2018,3.3
Bradley,4,April,2018,3.2
Bradley,3,March,2018,3.6
Bradley,2,February,2018,3.7
Bradley,1,January,2018,3.9
Bradley,12,December,2017,3
Bradley,11,November,2017,3.1
Bradley,10,October,2017,3.2
Bradley,9,September,2017,3.3
Bradley,8,August,2017,3.7
Bradley,7,July,2017,4
Bradley,6,June,2017,4.2
Bradley,5,May,2017,3.2
Bradley,4,April,2017,3.3
Bradley,3,March,2017,4.1
Bradley,2,February,2017,4.3
Bradley,1,January,2017,4.7
Bradley,12,December,2016,3.9
Bradley,11,November,2016,4.2
Bradley,10,October,2016,4.4
Bradley,9,September,2016,4.7
Bradley,8,August,2016,4.8
Bradley,7,July,2016,5.1
Bradley,6,June,2016,5.3
Bradley,5,May,2016,4
Bradley,4,April,2016,3.9
Bradley,3,March,2016,4.4
Bradley,2,February,2016,4.2
Bradley,1,January,2016,4.5
Bradley,12,December,2015,4
Bradley,11,November,2015,4.2
Bradley,10,October,2015,4.5
Bradley,9,September,2015,5.1
Bradley,8,August,2015,5.4
Bradley,7,July,2015,6.1
Bradley,6,June,2015,6.2
Bradley,5,May,2015,5.3
Bradley,4,April,2015,5
Bradley,3,March,2015,5.4
Bradley,2,February,2015,5.7
Bradley,1,January,2015,6.1
Bradley,12,December,2014,5.1
Bradley,11,November,2014,5.4
Bradley,10,October,2014,5.9
Bradley,9,September,2014,6.2
Bradley,8,August,2014,6.6
Bradley,7,July,2014,7.1
Bradley,6,June,2014,6.8
Bradley,5,May,2014,5.8
Bradley,4,April,2014,5.4
Bradley,3,March,2014,6.2
Bradley,2,February,2014,6.2
Bradley,1,January,2014,6
Bradley,12,December,2013,5.5
Bradley,11,November,2013,5.7
Bradley,10,October,2013,6.9
Bradley,9,September,2013,6.9
Bradley,8,August,2013,7.3
Bradley,7,July,2013,7.8
Bradley,6,June,2013,8.2
Bradley,5,May,2013,7.2
Bradley,4,April,2013,7
Bradley,3,March,2013,7.3
Bradley,2,February,2013,7.7
Bradley,1,January,2013,7.9
Bradley,12,December,2012,6.9
Bradley,11,November,2012,6.5
Bradley,10,October,2012,6.8
Bradley,9,September,2012,6.9
Bradley,8,August,2012,7.6
Bradley,7,July,2012,8.1
Bradley,6,June,2012,8.1
Bradley,5,May,2012,7.4
Bradley,4,April,2012,7
Bradley,3,March,2012,7.5
Bradley,2,February,2012,7.9
Bradley,1,January,2012,7.8
Bradley,12,December,2011,6.9
Bradley,11,November,2011,7.3
Bradley,10,October,2011,8
Bradley,9,September,2011,8.9
Bradley,8,August,2011,9.2
Bradley,7,July,2011,9.4
Bradley,6,June,2011,9.9
Bradley,5,May,2011,8.9
Bradley,4,April,2011,9
Bradley,3,March,2011,9.6
Bradley,2,February,2011,9.8
Bradley,1,January,2011,10.2
Campbell,12,December,2018,4.3
Campbell,11,November,2018,4.1
Campbell,10,October,2018,4.5
Campbell,9,September,2018,4.5
Campbell,8,August,2018,4.8
Campbell,7,July,2018,5.2
Campbell,6,June,2018,5.5
Campbell,5,May,2018,4.2
Campbell,4,April,2018,4.3
Campbell,3,March,2018,5
Campbell,2,February,2018,5.3
Campbell,1,January,2018,5.4
Campbell,12,December,2017,4.4
Campbell,11,November,2017,4.4
Campbell,10,October,2017,4.3
Campbell,9,September,2017,4.5
Campbell,8,August,2017,4.8
Campbell,7,July,2017,5.2
Campbell,6,June,2017,5.3
Campbell,5,May,2017,4.6
Campbell,4,April,2017,4.8
Campbell,3,March,2017,6.2
Campbell,2,February,2017,6.7
Campbell,1,January,2017,7.4
Campbell,12,December,2016,6.6
Campbell,11,November,2016,6.3
Campbell,10,October,2016,6.5
Campbell,9,September,2016,6.8
Campbell,8,August,2016,6.7
Campbell,7,July,2016,7.6
Campbell,6,June,2016,7
Campbell,5,May,2016,6
Campbell,4,April,2016,6.5
Campbell,3,March,2016,7.3
Campbell,2,February,2016,7.6
Campbell,1,January,2016,7.7
Campbell,12,December,2015,7.3
Campbell,11,November,2015,7.1
Campbell,10,October,2015,7.2
Campbell,9,September,2015,7.4
Campbell,8,August,2015,7.8
Campbell,7,July,2015,8.3
Campbell,6,June,2015,8.4
Campbell,5,May,2015,7.9
Campbell,4,April,2015,7.6
Campbell,3,March,2015,8.2
Campbell,2,February,2015,8.5
Campbell,1,January,2015,9.2
Campbell,12,December,2014,8.4
Campbell,11,November,2014,8.5
Campbell,10,October,2014,8.6
Campbell,9,September,2014,8.9
Campbell,8,August,2014,9.4
Campbell,7,July,2014,9.6
Campbell,6,June,2014,9.7
Campbell,5,May,2014,9
Campbell,4,April,2014,8.8
Campbell,3,March,2014,10.1
Campbell,2,February,2014,10.4
Campbell,1,January,2014,10.6
Campbell,12,December,2013,10.2
Campbell,11,November,2013,10.3
Campbell,10,October,2013,10.9
Campbell,9,September,2013,10.6
Campbell,8,August,2013,10.8
Campbell,7,July,2013,11.3
Campbell,6,June,2013,11.9
Campbell,5,May,2013,10.6
Campbell,4,April,2013,10.5
Campbell,3,March,2013,11.5
Campbell,2,February,2013,11.7
Campbell,1,January,2013,12.6
Campbell,12,December,2012,11.1
Campbell,11,November,2012,10.2
Campbell,10,October,2012,10.6
Campbell,9,September,2012,10.5
Campbell,8,August,2012,11.2
Campbell,7,July,2012,12
Campbell,6,June,2012,11.8
Campbell,5,May,2012,11.1
Campbell,4,April,2012,10.4
Campbell,3,March,2012,11.5
Campbell,2,February,2012,11.1
Campbell,1,January,2012,11.3
Campbell,12,December,2011,10.1
Campbell,11,November,2011,10.1
Campbell,10,October,2011,10.4
Campbell,9,September,2011,11.3
Campbell,8,August,2011,11.3
Campbell,7,July,2011,11.5
Campbell,6,June,2011,12.3
Campbell,5,May,2011,11.7
Campbell,4,April,2011,11.9
Campbell,3,March,2011,12.9
Campbell,2,February,2011,13.2
Campbell,1,January,2011,13.7
Cannon,12,December,2018,2.7
Cannon,11,November,2018,2.8
Cannon,10,October,2018,3.1
Cannon,9,September,2018,3.1
Cannon,8,August,2018,3.3
Cannon,7,July,2018,3.6
Cannon,6,June,2018,3.9
Cannon,5,May,2018,2.8
Cannon,4,April,2018,2.7
Cannon,3,March,2018,3.2
Cannon,2,February,2018,3
Cannon,1,January,2018,3.5
Cannon,12,December,2017,3
Cannon,11,November,2017,3
Cannon,10,October,2017,3
Cannon,9,September,2017,3.1
Cannon,8,August,2017,3.6
Cannon,7,July,2017,3.9
Cannon,6,June,2017,4
Cannon,5,May,2017,3.8
Cannon,4,April,2017,3.1
Cannon,3,March,2017,3.8
Cannon,2,February,2017,4
Cannon,1,January,2017,4.5
Cannon,12,December,2016,4.1
Cannon,11,November,2016,4.3
Cannon,10,October,2016,4.6
Cannon,9,September,2016,5
Cannon,8,August,2016,4.9
Cannon,7,July,2016,5.1
Cannon,6,June,2016,5.2
Cannon,5,May,2016,4.1
Cannon,4,April,2016,4
Cannon,3,March,2016,4.6
Cannon,2,February,2016,4.6
Cannon,1,January,2016,4.8
Cannon,12,December,2015,4.8
Cannon,11,November,2015,5
Cannon,10,October,2015,5.1
Cannon,9,September,2015,5.5
Cannon,8,August,2015,5.6
Cannon,7,July,2015,6.2
Cannon,6,June,2015,6.5
Cannon,5,May,2015,5.8
Cannon,4,April,2015,5.4
Cannon,3,March,2015,6.7
Cannon,2,February,2015,6
Cannon,1,January,2015,6.8
Cannon,12,December,2014,5.7
Cannon,11,November,2014,5.9
Cannon,10,October,2014,6
Cannon,9,September,2014,6.4
Cannon,8,August,2014,6.9
Cannon,7,July,2014,7.3
Cannon,6,June,2014,7
Cannon,5,May,2014,6.1
Cannon,4,April,2014,5.7
Cannon,3,March,2014,6.6
Cannon,2,February,2014,6.5
Cannon,1,January,2014,6.2
Cannon,12,December,2013,6.3
Cannon,11,November,2013,6.6
Cannon,10,October,2013,7.5
Cannon,9,September,2013,7.6
Cannon,8,August,2013,7.9
Cannon,7,July,2013,8.7
Cannon,6,June,2013,9
Cannon,5,May,2013,8.1
Cannon,4,April,2013,7.7
Cannon,3,March,2013,8
Cannon,2,February,2013,8.3
Cannon,1,January,2013,8.9
Cannon,12,December,2012,7.7
Cannon,11,November,2012,7.4
Cannon,10,October,2012,7.8
Cannon,9,September,2012,8
Cannon,8,August,2012,8.7
Cannon,7,July,2012,9.2
Cannon,6,June,2012,9.2
Cannon,5,May,2012,8.5
Cannon,4,April,2012,8.2
Cannon,3,March,2012,8.7
Cannon,2,February,2012,9.1
Cannon,1,January,2012,9.2
Cannon,12,December,2011,8.4
Cannon,11,November,2011,8.7
Cannon,10,October,2011,9.3
Cannon,9,September,2011,10.1
Cannon,8,August,2011,10.4
Cannon,7,July,2011,10.4
Cannon,6,June,2011,11.2
Cannon,5,May,2011,10.5
Cannon,4,April,2011,10.3
Cannon,3,March,2011,10.9
Cannon,2,February,2011,11.4
Cannon,1,January,2011,12.1
Carroll,12,December,2018,4.4
Carroll,11,November,2018,4.1
Carroll,10,October,2018,4.7
Carroll,9,September,2018,4.6
Carroll,8,August,2018,5.2
Carroll,7,July,2018,5.9
Carroll,6,June,2018,5.8
Carroll,5,May,2018,4.3
Carroll,4,April,2018,4.4
Carroll,3,March,2018,4.8
Carroll,2,February,2018,5.3
Carroll,1,January,2018,5.7
Carroll,12,December,2017,4.6
Carroll,11,November,2017,4.5
Carroll,10,October,2017,4.7
Carroll,9,September,2017,4.7
Carroll,8,August,2017,5
Carroll,7,July,2017,5.4
Carroll,6,June,2017,5.5
Carroll,5,May,2017,4.5
Carroll,4,April,2017,4.6
Carroll,3,March,2017,5.5
Carroll,2,February,2017,6.1
Carroll,1,January,2017,7.1
Carroll,12,December,2016,6.2
Carroll,11,November,2016,6
Carroll,10,October,2016,6.4
Carroll,9,September,2016,6.8
Carroll,8,August,2016,7.2
Carroll,7,July,2016,7.6
Carroll,6,June,2016,7.5
Carroll,5,May,2016,5.9
Carroll,4,April,2016,6
Carroll,3,March,2016,6.6
Carroll,2,February,2016,6.5
Carroll,1,January,2016,7.7
Carroll,12,December,2015,6.9
Carroll,11,November,2015,7
Carroll,10,October,2015,7.2
Carroll,9,September,2015,7.4
Carroll,8,August,2015,8
Carroll,7,July,2015,8.6
Carroll,6,June,2015,8.7
Carroll,5,May,2015,8.4
Carroll,4,April,2015,7.9
Carroll,3,March,2015,9.2
Carroll,2,February,2015,9.4
Carroll,1,January,2015,10.6
Carroll,12,December,2014,9.6
Carroll,11,November,2014,10
Carroll,10,October,2014,9.6
Carroll,9,September,2014,9.7
Carroll,8,August,2014,10.2
Carroll,7,July,2014,11
Carroll,6,June,2014,10.2
Carroll,5,May,2014,9.2
Carroll,4,April,2014,8.9
Carroll,3,March,2014,10.5
Carroll,2,February,2014,10.5
Carroll,1,January,2014,11.3
Carroll,12,December,2013,10.7
Carroll,11,November,2013,10.8
Carroll,10,October,2013,11.4
Carroll,9,September,2013,11
Carroll,8,August,2013,11.7
Carroll,7,July,2013,12.5
Carroll,6,June,2013,12.5
Carroll,5,May,2013,11.3
Carroll,4,April,2013,11.1
Carroll,3,March,2013,12.6
Carroll,2,February,2013,12.7
Carroll,1,January,2013,14
Carroll,12,December,2012,11.9
Carroll,11,November,2012,10.9
Carroll,10,October,2012,11
Carroll,9,September,2012,10.6
Carroll,8,August,2012,11
Carroll,7,July,2012,12.1
Carroll,6,June,2012,11.2
Carroll,5,May,2012,10.1
Carroll,4,April,2012,9.4
Carroll,3,March,2012,10.5
Carroll,2,February,2012,10.8
Carroll,1,January,2012,11.7
Carroll,12,December,2011,11.2
Carroll,11,November,2011,10.8
Carroll,10,October,2011,11.2
Carroll,9,September,2011,11.3
Carroll,8,August,2011,11.8
Carroll,7,July,2011,12.9
Carroll,6,June,2011,12.5
Carroll,5,May,2011,12.2
Carroll,4,April,2011,11.6
Carroll,3,March,2011,12.7
Carroll,2,February,2011,13.4
Carroll,1,January,2011,13.6
Carter,12,December,2018,3.7
Carter,11,November,2018,3.5
Carter,10,October,2018,3.7
Carter,9,September,2018,3.9
Carter,8,August,2018,4.3
Carter,7,July,2018,4.6
Carter,6,June,2018,4.8
Carter,5,May,2018,3.7
Carter,4,April,2018,3.6
Carter,3,March,2018,4.2
Carter,2,February,2018,4.6
Carter,1,January,2018,5
Carter,12,December,2017,4
Carter,11,November,2017,3.9
Carter,10,October,2017,3.9
Carter,9,September,2017,4
Carter,8,August,2017,4.5
Carter,7,July,2017,4.6
Carter,6,June,2017,4.8
Carter,5,May,2017,4
Carter,4,April,2017,3.9
Carter,3,March,2017,4.9
Carter,2,February,2017,5.7
