county,period,period_name,year,value
Jefferson,6,June,2011,11.8
Jefferson,5,May,2011,11.1
Jefferson,4,April,2011,11.4
Jefferson,3,March,2011,12.6
Jefferson,2,February,2011,13.3
Jefferson,1,January,2011,13.6
Johnson,12,December,2018,3.9
Johnson,11,November,2018,3.9
Johnson,10,October,2018,4.4
Johnson,9,September,2018,4.2
Johnson,8,August,2018,4.6
Johnson,7,July,2018,4.9
Johnson,6,June,2018,5.2
Johnson,5,May,2018,4
Johnson,4,April,2018,3.8
Johnson,3,March,2018,4.5
Johnson,2,February,2018,4.8
Johnson,1,January,2018,5
Johnson,12,December,2017,4.2
Johnson,11,November,2017,4.2
Johnson,10,October,2017,4.1
Johnson,9,September,2017,4.3
Johnson,8,August,2017,4.6
Johnson,7,July,2017,5.1
Johnson,6,June,2017,5.3
Johnson,5,May,2017,4.3
Johnson,4,April,2017,4.5
Johnson,3,March,2017,5.3
Johnson,2,February,2017,5.8
Johnson,1,January,2017,6.2
Johnson,12,December,2016,5.3
Johnson,11,November,2016,5.1
Johnson,10,October,2016,5.5
Johnson,9,September,2016,5.7
Johnson,8,August,2016,5.7
Johnson,7,July,2016,6.2
Johnson,6,June,2016,6.1
Johnson,5,May,2016,4.8
Johnson,4,April,2016,4.9
Johnson,3,March,2016,5.6
Johnson,2,February,2016,5.6
Johnson,1,January,2016,6
Johnson,12,December,2015,5.7
Johnson,11,November,2015,6
Johnson,10,October,2015,6.1
Johnson,9,September,2015,6.4
Johnson,8,August,2015,6.5
Johnson,7,July,2015,7.6
Johnson,6,June,2015,7.5
Johnson,5,May,2015,6.8
Johnson,4,April,2015,6.6
Johnson,3,March,2015,7.3
Johnson,2,February,2015,7.6
Johnson,1,January,2015,8.2
Johnson,12,December,2014,7.4
Johnson,11,November,2014,7.6
Johnson,10,October,2014,7.8
Johnson,9,September,2014,7.8
Johnson,8,August,2014,8.2
Johnson,7,July,2014,8.8
Johnson,6,June,2014,8.5
Johnson,5,May,2014,8.1
Johnson,4,April,2014,7.7
Johnson,3,March,2014,8.7
Johnson,2,February,2014,8.7
Johnson,1,January,2014,8.8
Johnson,12,December,2013,8.8
Johnson,11,November,2013,9.2
Johnson,10,October,2013,9.8
Johnson,9,September,2013,9.5
Johnson,8,August,2013,9.8
Johnson,7,July,2013,10.2
Johnson,6,June,2013,11
Johnson,5,May,2013,10.2
Johnson,4,April,2013,10.3
Johnson,3,March,2013,10.7
Johnson,2,February,2013,10.4
Johnson,1,January,2013,11.4
Johnson,12,December,2012,9.6
Johnson,11,November,2012,9.1
Johnson,10,October,2012,9.2
Johnson,9,September,2012,9
Johnson,8,August,2012,9.7
Johnson,7,July,2012,10.3
Johnson,6,June,2012,9.9
Johnson,5,May,2012,9.3
Johnson,4,April,2012,8.9
Johnson,3,March,2012,9.8
Johnson,2,February,2012,10.1
Johnson,1,January,2012,10.3
Johnson,12,December,2011,9.6
Johnson,11,November,2011,9.5
Johnson,10,October,2011,10.1
Johnson,9,September,2011,10.8
Johnson,8,August,2011,10.8
Johnson,7,July,2011,11.2
Johnson,6,June,2011,11.8
Johnson,5,May,2011,12.3
Johnson,4,April,2011,10.9
Johnson,3,March,2011,11.5
Johnson,2,February,2011,12.1
Johnson,1,January,2011,12.3
Knox,12,December,2018,2.5
Knox,11,November,2018,2.6
Knox,10,October,2018,2.8
Knox,9,September,2018,2.9
Knox,8,August,2018,3.2
Knox,7,July,2018,3.3
Knox,6,June,2018,3.5
Knox,5,May,2018,2.7
Knox,4,April,2018,2.6
Knox,3,March,2018,3.1
Knox,2,February,2018,3.3
Knox,1,January,2018,3.6
Knox,12,December,2017,3
Knox,11,November,2017,3
Knox,10,October,2017,2.9
Knox,9,September,2017,3.1
Knox,8,August,2017,3.3
Knox,7,July,2017,3.5
Knox,6,June,2017,3.6
Knox,5,May,2017,2.9
Knox,4,April,2017,2.9
Knox,3,March,2017,3.7
Knox,2,February,2017,4.1
Knox,1,January,2017,4.5
Knox,12,December,2016,3.8
Knox,11,November,2016,3.9
Knox,10,October,2016,4.3
Knox,9,September,2016,4.5
Knox,8,August,2016,4.4
Knox,7,July,2016,4.7
Knox,6,June,2016,4.8
Knox,5,May,2016,3.9
Knox,4,April,2016,4
Knox,3,March,2016,4.4
Knox,2,February,2016,4.5
Knox,1,January,2016,4.8
Knox,12,December,2015,4.3
Knox,11,November,2015,4.6
Knox,10,October,2015,4.9
Knox,9,September,2015,5.2
Knox,8,August,2015,5.3
Knox,7,July,2015,5.8
Knox,6,June,2015,6
Knox,5,May,2015,5.5
Knox,4,April,2015,5.3
Knox,3,March,2015,5.9
Knox,2,February,2015,6
Knox,1,January,2015,6.6
Knox,12,December,2014,5.5
Knox,11,November,2014,5.6
Knox,10,October,2014,5.8
Knox,9,September,2014,6.1
Knox,8,August,2014,6.6
Knox,7,July,2014,7
Knox,6,June,2014,6.7
Knox,5,May,2014,6.1
Knox,4,April,2014,5.8
Knox,3,March,2014,6.7
Knox,2,February,2014,6.6
Knox,1,January,2014,6.6
Knox,12,December,2013,6.3
Knox,11,November,2013,6.5
Knox,10,October,2013,7.2
Knox,9,September,2013,7.2
Knox,8,August,2013,7.6
Knox,7,July,2013,8
Knox,6,June,2013,8.4
Knox,5,May,2013,7.7
Knox,4,April,2013,7.7
Knox,3,March,2013,8.1
Knox,2,February,2013,8.5
Knox,1,January,2013,9
Knox,12,December,2012,7.9
Knox,11,November,2012,7.3
Knox,10,October,2012,7.6
Knox,9,September,2012,7.7
Knox,8,August,2012,8.5
Knox,7,July,2012,9
Knox,6,June,2012,9
Knox,5,May,2012,8.3
Knox,4,April,2012,7.8
Knox,3,March,2012,8.7
Knox,2,February,2012,8.9
Knox,1,January,2012,9.1
Knox,12,December,2011,8.3
Knox,11,November,2011,8.3
Knox,10,October,2011,8.7
Knox,9,September,2011,9.3
Knox,8,August,2011,9.4
Knox,7,July,2011,9.7
Knox,6,June,2011,10.1
Knox,5,May,2011,9.5
Knox,4,April,2011,9.6
Knox,3,March,2011,10.3
Knox,2,February,2011,10.6
Knox,1,January,2011,10.8
Lake,12,December,2018,4.2
Lake,11,November,2018,4.1
Lake,10,October,2018,4.2
Lake,9,September,2018,4.3
Lake,8,August,2018,4.7
Lake,7,July,2018,4.8
Lake,6,June,2018,5.1
Lake,5,May,2018,4.1
Lake,4,April,2018,4.2
Lake,3,March,2018,4.8
Lake,2,February,2018,5
Lake,1,January,2018,5.4
Lake,12,December,2017,4.3
Lake,11,November,2017,4.3
Lake,10,October,2017,4.3
Lake,9,September,2017,4.4
Lake,8,August,2017,4.6
Lake,7,July,2017,4.8
Lake,6,June,2017,5
Lake,5,May,2017,4.1
Lake,4,April,2017,4.3
Lake,3,March,2017,5.4
Lake,2,February,2017,6
Lake,1,January,2017,6.8
Lake,12,December,2016,5.8
Lake,11,November,2016,5.6
Lake,10,October,2016,5.9
Lake,9,September,2016,6.2
Lake,8,August,2016,6.3
Lake,7,July,2016,6.5
Lake,6,June,2016,6.6
Lake,5,May,2016,5.5
Lake,4,April,2016,5.9
Lake,3,March,2016,6.6
Lake,2,February,2016,6.4
Lake,1,January,2016,6.9
Lake,12,December,2015,6.3
Lake,11,November,2015,6.9
Lake,10,October,2015,6.5
Lake,9,September,2015,6.7
Lake,8,August,2015,7
Lake,7,July,2015,7.7
Lake,6,June,2015,7.5
Lake,5,May,2015,7.1
Lake,4,April,2015,6.9
Lake,3,March,2015,7.9
Lake,2,February,2015,7.5
Lake,1,January,2015,8.1
Lake,12,December,2014,7.2
Lake,11,November,2014,7.5
Lake,10,October,2014,7.5
Lake,9,September,2014,7.7
Lake,8,August,2014,8.2
Lake,7,July,2014,8.5
Lake,6,June,2014,8.3
Lake,5,May,2014,7.9
Lake,4,April,2014,7.8
Lake,3,March,2014,9.3
Lake,2,February,2014,9.4
Lake,1,January,2014,9.7
Lake,12,December,2013,9.3
Lake,11,November,2013,9.7
Lake,10,October,2013,9.9
Lake,9,September,2013,9.5
Lake,8,August,2013,9.7
Lake,7,July,2013,10.3
Lake,6,June,2013,11
Lake,5,May,2013,10.2
Lake,4,April,2013,10.2
Lake,3,March,2013,11.3
Lake,2,February,2013,11.6
Lake,1,January,2013,12.6
Lake,12,December,2012,11.5
Lake,11,November,2012,10.7
Lake,10,October,2012,10.9
Lake,9,September,2012,10.5
Lake,8,August,2012,11.2
Lake,7,July,2012,12.3
Lake,6,June,2012,12
Lake,5,May,2012,10.1
Lake,4,April,2012,9.6
Lake,3,March,2012,10.7
Lake,2,February,2012,10.9
Lake,1,January,2012,11.5
Lake,12,December,2011,11.2
Lake,11,November,2011,11
Lake,10,October,2011,11.5
Lake,9,September,2011,12.2
Lake,8,August,2011,12.3
Lake,7,July,2011,12.3
Lake,6,June,2011,12.9
Lake,5,May,2011,12.9
Lake,4,April,2011,12.1
Lake,3,March,2011,13
Lake,2,February,2011,13.7
Lake,1,January,2011,13.9
Lauderdale,12,December,2018,3.3
Lauderdale,11,November,2018,3.4
Lauderdale,10,October,2018,3.9
Lauderdale,9,September,2018,3.7
Lauderdale,8,August,2018,3.8
Lauderdale,7,July,2018,4
Lauderdale,6,June,2018,4.1
Lauderdale,5,May,2018,3.3
Lauderdale,4,April,2018,3.3
Lauderdale,3,March,2018,3.8
Lauderdale,2,February,2018,3.9
Lauderdale,1,January,2018,4.3
Lauderdale,12,December,2017,3.8
Lauderdale,11,November,2017,3.8
Lauderdale,10,October,2017,3.8
Lauderdale,9,September,2017,3.7
Lauderdale,8,August,2017,3.8
Lauderdale,7,July,2017,3.9
Lauderdale,6,June,2017,4
Lauderdale,5,May,2017,3.4
Lauderdale,4,April,2017,3.5
Lauderdale,3,March,2017,4.4
Lauderdale,2,February,2017,4.9
Lauderdale,1,January,2017,5.4
Lauderdale,12,December,2016,5
Lauderdale,11,November,2016,4.9
Lauderdale,10,October,2016,5.2
Lauderdale,9,September,2016,5.5
Lauderdale,8,August,2016,5.2
Lauderdale,7,July,2016,5.3
Lauderdale,6,June,2016,5.3
Lauderdale,5,May,2016,4.3
Lauderdale,4,April,2016,4.5
Lauderdale,3,March,2016,4.8
Lauderdale,2,February,2016,4.9
Lauderdale,1,January,2016,5.2
Lauderdale,12,December,2015,5.4
Lauderdale,11,November,2015,5.5
Lauderdale,10,October,2015,6
Lauderdale,9,September,2015,6.2
Lauderdale,8,August,2015,6.1
Lauderdale,7,July,2015,6.2
Lauderdale,6,June,2015,6.3
Lauderdale,5,May,2015,5.9
Lauderdale,4,April,2015,5.7
Lauderdale,3,March,2015,6.4
Lauderdale,2,February,2015,6.8
Lauderdale,1,January,2015,7.6
Lauderdale,12,December,2014,6.5
Lauderdale,11,November,2014,6.9
Lauderdale,10,October,2014,7
Lauderdale,9,September,2014,7.4
Lauderdale,8,August,2014,7.3
Lauderdale,7,July,2014,7.4
Lauderdale,6,June,2014,7.3
Lauderdale,5,May,2014,6.7
Lauderdale,4,April,2014,6.5
Lauderdale,3,March,2014,7.7
Lauderdale,2,February,2014,7.6
Lauderdale,1,January,2014,8
Lauderdale,12,December,2013,8.1
Lauderdale,11,November,2013,8.2
Lauderdale,10,October,2013,8.7
Lauderdale,9,September,2013,8.6
Lauderdale,8,August,2013,8.3
Lauderdale,7,July,2013,8.5
Lauderdale,6,June,2013,9.1
Lauderdale,5,May,2013,8.3
Lauderdale,4,April,2013,8.4
Lauderdale,3,March,2013,8.8
Lauderdale,2,February,2013,9
Lauderdale,1,January,2013,9.6
Lauderdale,12,December,2012,8.6
Lauderdale,11,November,2012,8
Lauderdale,10,October,2012,9.5
Lauderdale,9,September,2012,8
Lauderdale,8,August,2012,8.3
Lauderdale,7,July,2012,8.6
Lauderdale,6,June,2012,8.7
Lauderdale,5,May,2012,8
Lauderdale,4,April,2012,7.6
Lauderdale,3,March,2012,8.3
Lauderdale,2,February,2012,8.7
Lauderdale,1,January,2012,9.2
Lauderdale,12,December,2011,8.6
Lauderdale,11,November,2011,8.5
Lauderdale,10,October,2011,10.4
Lauderdale,9,September,2011,9.5
Lauderdale,8,August,2011,9.3
Lauderdale,7,July,2011,9.1
Lauderdale,6,June,2011,9.8
Lauderdale,5,May,2011,9.1
Lauderdale,4,April,2011,9.2
Lauderdale,3,March,2011,9.9
Lauderdale,2,February,2011,10.2
Lauderdale,1,January,2011,10.4
Lawrence,12,December,2018,4
Lawrence,11,November,2018,3.5
Lawrence,10,October,2018,3.8
Lawrence,9,September,2018,3.9
Lawrence,8,August,2018,4.5
Lawrence,7,July,2018,4.7
Lawrence,6,June,2018,5
Lawrence,5,May,2018,3.4
Lawrence,4,April,2018,3.8
Lawrence,3,March,2018,4.3
Lawrence,2,February,2018,4.4
Lawrence,1,January,2018,4.7
Lawrence,12,December,2017,4.1
Lawrence,11,November,2017,4
Lawrence,10,October,2017,4
Lawrence,9,September,2017,4.1
Lawrence,8,August,2017,4.5
Lawrence,7,July,2017,4.9
Lawrence,6,June,2017,5
Lawrence,5,May,2017,4.1
Lawrence,4,April,2017,4.1
Lawrence,3,March,2017,4.7
Lawrence,2,February,2017,5.4
Lawrence,1,January,2017,5.8
Lawrence,12,December,2016,5.3
Lawrence,11,November,2016,5.5
Lawrence,10,October,2016,5.4
Lawrence,9,September,2016,6
Lawrence,8,August,2016,6
Lawrence,7,July,2016,6.9
Lawrence,6,June,2016,6.9
Lawrence,5,May,2016,5.6
Lawrence,4,April,2016,5.7
Lawrence,3,March,2016,6.4
Lawrence,2,February,2016,6.9
Lawrence,1,January,2016,7.1
Lawrence,12,December,2015,6
Lawrence,11,November,2015,6.1
Lawrence,10,October,2015,6.1
Lawrence,9,September,2015,6.4
Lawrence,8,August,2015,7
Lawrence,7,July,2015,8.2
Lawrence,6,June,2015,8
Lawrence,5,May,2015,7
Lawrence,4,April,2015,6.9
Lawrence,3,March,2015,8.6
Lawrence,2,February,2015,8.1
Lawrence,1,January,2015,9
Lawrence,12,December,2014,7.8
Lawrence,11,November,2014,7.7
Lawrence,10,October,2014,8.3
Lawrence,9,September,2014,8.2
Lawrence,8,August,2014,8.6
Lawrence,7,July,2014,9.7
Lawrence,6,June,2014,9
Lawrence,5,May,2014,8.4
Lawrence,4,April,2014,7.8
Lawrence,3,March,2014,8.5
Lawrence,2,February,2014,8.9
Lawrence,1,January,2014,8.9
Lawrence,12,December,2013,8.5
Lawrence,11,November,2013,8.6
Lawrence,10,October,2013,9.1
Lawrence,9,September,2013,9.1
Lawrence,8,August,2013,9.2
Lawrence,7,July,2013,10.3
Lawrence,6,June,2013,10.4
Lawrence,5,May,2013,9.5
Lawrence,4,April,2013,9.6
Lawrence,3,March,2013,10.4
Lawrence,2,February,2013,10.9
Lawrence,1,January,2013,11.6
Lawrence,12,December,2012,10.4
Lawrence,11,November,2012,9.3
Lawrence,10,October,2012,9.6
Lawrence,9,September,2012,9.5
Lawrence,8,August,2012,9.8
Lawrence,7,July,2012,10.6
Lawrence,6,June,2012,9.9
Lawrence,5,May,2012,9.2
Lawrence,4,April,2012,8.8
Lawrence,3,March,2012,9.6
Lawrence,2,February,2012,10
Lawrence,1,January,2012,10.3
Lawrence,12,December,2011,9.8
Lawrence,11,November,2011,9.3
Lawrence,10,October,2011,10
Lawrence,9,September,2011,11
Lawrence,8,August,2011,11.6
Lawrence,7,July,2011,11.8
Lawrence,6,June,2011,12
Lawrence,5,May,2011,10.8
Lawrence,4,April,2011,11.3
Lawrence,3,March,2011,12.4
Lawrence,2,February,2011,13
Lawrence,1,January,2011,13.7
Lewis,12,December,2018,3.2
Lewis,11,November,2018,3.3
Lewis,10,October,2018,3.7
Lewis,9,September,2018,3.6
Lewis,8,August,2018,4
Lewis,7,July,2018,4.3
Lewis,6,June,2018,4.5
Lewis,5,May,2018,3.3
Lewis,4,April,2018,3.3
Lewis,3,March,2018,3.8
Lewis,2,February,2018,3.9
Lewis,1,January,2018,4.1
Lewis,12,December,2017,3.4
Lewis,11,November,2017,3.4
Lewis,10,October,2017,3.6
Lewis,9,September,2017,3.6
Lewis,8,August,2017,4
Lewis,7,July,2017,4.3
Lewis,6,June,2017,4.4
Lewis,5,May,2017,3.3
Lewis,4,April,2017,3.4
Lewis,3,March,2017,4.4
Lewis,2,February,2017,4.6
Lewis,1,January,2017,5
Lewis,12,December,2016,4.5
Lewis,11,November,2016,4.6
Lewis,10,October,2016,5
Lewis,9,September,2016,5.2
Lewis,8,August,2016,5.1
Lewis,7,July,2016,5.4
Lewis,6,June,2016,5.4
Lewis,5,May,2016,4.2
Lewis,4,April,2016,4.3
Lewis,3,March,2016,4.7
Lewis,2,February,2016,4.8
Lewis,1,January,2016,5
Lewis,12,December,2015,4.9
Lewis,11,November,2015,5
Lewis,10,October,2015,5.3
Lewis,9,September,2015,5.5
Lewis,8,August,2015,5.7
Lewis,7,July,2015,6.3
Lewis,6,June,2015,6.4
Lewis,5,May,2015,5.9
Lewis,4,April,2015,5.5
Lewis,3,March,2015,6.1
Lewis,2,February,2015,6.4
Lewis,1,January,2015,6.9
Lewis,12,December,2014,6.1
Lewis,11,November,2014,6.4
Lewis,10,October,2014,6.5
Lewis,9,September,2014,6.7
Lewis,8,August,2014,7.1
Lewis,7,July,2014,7.5
Lewis,6,June,2014,7.2
Lewis,5,May,2014,6.6
Lewis,4,April,2014,6.2
Lewis,3,March,2014,7
Lewis,2,February,2014,7.1
Lewis,1,January,2014,7.1
Lewis,12,December,2013,7.1
Lewis,11,November,2013,7.2
Lewis,10,October,2013,7.7
Lewis,9,September,2013,7.7
Lewis,8,August,2013,7.9
Lewis,7,July,2013,8.3
Lewis,6,June,2013,8.8
Lewis,5,May,2013,7.8
Lewis,4,April,2013,7.7
Lewis,3,March,2013,8.2
Lewis,2,February,2013,8.1
Lewis,1,January,2013,8.5
Lewis,12,December,2012,7.7
Lewis,11,November,2012,7.1
Lewis,10,October,2012,7.5
Lewis,9,September,2012,7.5
Lewis,8,August,2012,8.3
Lewis,7,July,2012,8.7
Lewis,6,June,2012,8.7
Lewis,5,May,2012,7.9
Lewis,4,April,2012,7.4
Lewis,3,March,2012,8.1
Lewis,2,February,2012,8
Lewis,1,January,2012,8.1
Lewis,12,December,2011,7.6
Lewis,11,November,2011,7.6
Lewis,10,October,2011,8
Lewis,9,September,2011,8.6
Lewis,8,August,2011,8.9
Lewis,7,July,2011,8.9
Lewis,6,June,2011,9.5
Lewis,5,May,2011,8.7
Lewis,4,April,2011,8.8
Lewis,3,March,2011,9.3
Lewis,2,February,2011,9.5
Lewis,1,January,2011,9.7
Lincoln,12,December,2018,3.2
Lincoln,11,November,2018,3.3
Lincoln,10,October,2018,3.5
Lincoln,9,September,2018,3.7
Lincoln,8,August,2018,4.1
Lincoln,7,July,2018,4.5
Lincoln,6,June,2018,4.7
Lincoln,5,May,2018,3.3
Lincoln,4,April,2018,3.2
Lincoln,3,March,2018,3.6
Lincoln,2,February,2018,3.7
Lincoln,1,January,2018,4
Lincoln,12,December,2017,3.3
Lincoln,11,November,2017,3.4
Lincoln,10,October,2017,3.5
Lincoln,9,September,2017,3.6
Lincoln,8,August,2017,4
Lincoln,7,July,2017,4.5
Lincoln,6,June,2017,4.5
Lincoln,5,May,2017,3.8
Lincoln,4,April,2017,3.4
Lincoln,3,March,2017,4
Lincoln,2,February,2017,4.5
Lincoln,1,January,2017,5.1
Lincoln,12,December,2016,4.6
Lincoln,11,November,2016,4.7
Lincoln,10,October,2016,5
Lincoln,9,September,2016,5.3
Lincoln,8,August,2016,5.3
Lincoln,7,July,2016,5.7
Lincoln,6,June,2016,5.7
Lincoln,5,May,2016,4.3
Lincoln,4,April,2016,4.3
Lincoln,3,March,2016,4.7
Lincoln,2,February,2016,4.7
Lincoln,1,January,2016,5
Lincoln,12,December,2015,5.1
Lincoln,11,November,2015,5.5
Lincoln,10,October,2015,5.7
Lincoln,9,September,2015,6
Lincoln,8,August,2015,6.3
Lincoln,7,July,2015,7.4
Lincoln,6,June,2015,7.5
Lincoln,5,May,2015,6.5
Lincoln,4,April,2015,6
Lincoln,3,March,2015,6.9
Lincoln,2,February,2015,6.9
Lincoln,1,January,2015,7.4
Lincoln,12,December,2014,6.6
Lincoln,11,November,2014,7
Lincoln,10,October,2014,6.9
Lincoln,9,September,2014,7.3
Lincoln,8,August,2014,7.8
Lincoln,7,July,2014,8.7
Lincoln,6,June,2014,8.3
Lincoln,5,May,2014,7.2
Lincoln,4,April,2014,6.8
Lincoln,3,March,2014,7.7
Lincoln,2,February,2014,7.7
Lincoln,1,January,2014,7.8
Lincoln,12,December,2013,7.9
Lincoln,11,November,2013,8.2
Lincoln,10,October,2013,8.7
Lincoln,9,September,2013,8.7
Lincoln,8,August,2013,8.9
Lincoln,7,July,2013,10
Lincoln,6,June,2013,10.2
Lincoln,5,May,2013,9
Lincoln,4,April,2013,8.7
Lincoln,3,March,2013,9.5
Lincoln,2,February,2013,9.9
Lincoln,1,January,2013,10.6
Lincoln,12,December,2012,9.5
Lincoln,11,November,2012,9
Lincoln,10,October,2012,9.3
Lincoln,9,September,2012,9.3
Lincoln,8,August,2012,9.8
Lincoln,7,July,2012,11
Lincoln,6,June,2012,10.7
Lincoln,5,May,2012,9.5
Lincoln,4,April,2012,8.8
Lincoln,3,March,2012,9.8
Lincoln,2,February,2012,10.1
Lincoln,1,January,2012,10.5
Lincoln,12,December,2011,9.7
Lincoln,11,November,2011,9.7
Lincoln,10,October,2011,10.4
Lincoln,9,September,2011,11
Lincoln,8,August,2011,11.2
Lincoln,7,July,2011,11.5
Lincoln,6,June,2011,12.2
Lincoln,5,May,2011,11.2
Lincoln,4,April,2011,11
Lincoln,3,March,2011,11.9
Lincoln,2,February,2011,12.4
Lincoln,1,January,2011,12.7
Loudon,12,December,2018,3.8
Loudon,11,November,2018,3.8
Loudon,10,October,2018,4.5
Loudon,9,September,2018,4.5
Loudon,8,August,2018,5
Loudon,7,July,2018,5.5
Loudon,6,June,2018,5.6
Loudon,5,May,2018,4.3
Loudon,4,April,2018,4.5
Loudon,3,March,2018,5
Loudon,2,February,2018,5.8
Loudon,1,January,2018,6.8
Loudon,12,December,2017,5.3
Loudon,11,November,2017,5.1
Loudon,10,October,2017,5
Loudon,9,September,2017,4.7
Loudon,8,August,2017,5.1
Loudon,7,July,2017,5.6
Loudon,6,June,2017,5.8
Loudon,5,May,2017,4.6
Loudon,4,April,2017,4.6
Loudon,3,March,2017,5.6
Loudon,2,February,2017,6.2
Loudon,1,January,2017,7.4
Loudon,12,December,2016,6.3
Loudon,11,November,2016,6.1
Loudon,10,October,2016,6.6
Loudon,9,September,2016,7.3
Loudon,8,August,2016,7.5
Loudon,7,July,2016,7.7
Loudon,6,June,2016,7.6
Loudon,5,May,2016,6.2
Loudon,4,April,2016,6.6
Loudon,3,March,2016,7.2
Loudon,2,February,2016,7.5
Loudon,1,January,2016,8.5
Loudon,12,December,2015,6.8
Loudon,11,November,2015,6.8
Loudon,10,October,2015,6.6
Loudon,9,September,2015,7.2
Loudon,8,August,2015,7.7
Loudon,7,July,2015,8.2
Loudon,6,June,2015,8
Loudon,5,May,2015,7.5
Loudon,4,April,2015,7.3
Loudon,3,March,2015,8.2
Loudon,2,February,2015,8.4
Loudon,1,January,2015,9.4
Loudon,12,December,2014,8.6
Loudon,11,November,2014,8.3
Loudon,10,October,2014,8.2
Loudon,9,September,2014,8.4
Loudon,8,August,2014,8.7
Loudon,7,July,2014,9.7
Loudon,6,June,2014,9
Loudon,5,May,2014,8.1
Loudon,4,April,2014,8.1
Loudon,3,March,2014,9.2
Loudon,2,February,2014,9.2
Loudon,1,January,2014,9.6
Loudon,12,December,2013,8.9
Loudon,11,November,2013,8.9
Loudon,10,October,2013,9.3
Loudon,9,September,2013,9.5
Loudon,8,August,2013,9.8
Loudon,7,July,2013,10.4
Loudon,6,June,2013,10.2
Loudon,5,May,2013,9.4
Loudon,4,April,2013,9.4
Loudon,3,March,2013,10
Loudon,2,February,2013,10.3
Loudon,1,January,2013,11.2
Loudon,12,December,2012,10
Loudon,11,November,2012,9.1
Loudon,10,October,2012,9.1
Loudon,9,September,2012,9.2
Loudon,8,August,2012,10
Loudon,7,July,2012,10.9
Loudon,6,June,2012,10.1
Loudon,5,May,2012,9.4
Loudon,4,April,2012,9
Loudon,3,March,2012,9.9
Loudon,2,February,2012,10.4
Loudon,1,January,2012,10.7
Loudon,12,December,2011,10.1
Loudon,11,November,2011,9.2
Loudon,10,October,2011,9.8
Loudon,9,September,2011,10.5
Loudon,8,August,2011,10.5
Loudon,7,July,2011,11.7
Loudon,6,June,2011,11.4
Loudon,5,May,2011,10.5
Loudon,4,April,2011,10.9
Loudon,3,March,2011,14.3
Loudon,2,February,2011,14.4
Loudon,1,January,2011,13.2
McMinn,12,December,2018,5.4
McMinn,11,November,2018,4.8
McMinn,10,October,2018,5.5
McMinn,9,September,2018,5.4
McMinn,8,August,2018,6.1
McMinn,7,July,2018,6.8
McMinn,6,June,2018,6.7
McMinn,5,May,2018,5.1
McMinn,4,April,2018,5.1
McMinn,3,March,2018,5.9
McMinn,2,February,2018,6.3
McMinn,1,January,2018,6.6
McMinn,12,December,2017,5.5
McMinn,11,November,2017,5.4
McMinn,10,October,2017,5.4
McMinn,9,September,2017,5.1
McMinn,8,August,2017,5.5
McMinn,7,July,2017,6.2
McMinn,6,June,2017,6.4
McMinn,5,May,2017,5
McMinn,4,April,2017,5.2
McMinn,3,March,2017,6.4
McMinn,2,February,2017,7
McMinn,1,January,2017,7.8
McMinn,12,December,2016,7.1
McMinn,11,November,2016,6.7
McMinn,10,October,2016,6.7
McMinn,9,September,2016,7.2
McMinn,8,August,2016,6.8
McMinn,7,July,2016,7.4
McMinn,6,June,2016,7.5
McMinn,5,May,2016,6
McMinn,4,April,2016,6.3
McMinn,3,March,2016,7
McMinn,2,February,2016,6.9
McMinn,1,January,2016,7.7
McMinn,12,December,2015,7.1
McMinn,11,November,2015,6.9
McMinn,10,October,2015,7
McMinn,9,September,2015,7.3
McMinn,8,August,2015,7.2
McMinn,7,July,2015,8.4
McMinn,6,June,2015,9.2
McMinn,5,May,2015,7.9
McMinn,4,April,2015,7.4
McMinn,3,March,2015,8.3
McMinn,2,February,2015,8.9
McMinn,1,January,2015,9.6
McMinn,12,December,2014,8.4
McMinn,11,November,2014,8.4
McMinn,10,October,2014,8.6
McMinn,9,September,2014,8.6
McMinn,8,August,2014,9.1
McMinn,7,July,2014,9.8
McMinn,6,June,2014,9.8
McMinn,5,May,2014,8.6
McMinn,4,April,2014,8.1
McMinn,3,March,2014,9.1
McMinn,2,February,2014,9.8
McMinn,1,January,2014,9.7
McMinn,12,December,2013,9.2
McMinn,11,November,2013,9.2
McMinn,10,October,2013,9.7
McMinn,9,September,2013,9.9
McMinn,8,August,2013,10.2
McMinn,7,July,2013,11.1
McMinn,6,June,2013,12.1
McMinn,5,May,2013,10.2
McMinn,4,April,2013,10.1
McMinn,3,March,2013,10.6
McMinn,2,February,2013,11.1
McMinn,1,January,2013,12.2
McMinn,12,December,2012,10.7
McMinn,11,November,2012,9.7
McMinn,10,October,2012,9.8
McMinn,9,September,2012,9.5
McMinn,8,August,2012,10.4
McMinn,7,July,2012,11.6
McMinn,6,June,2012,11.5
McMinn,5,May,2012,10
McMinn,4,April,2012,9.5
McMinn,3,March,2012,9.9
McMinn,2,February,2012,10.7
McMinn,1,January,2012,11.3
McMinn,12,December,2011,9.5
McMinn,11,November,2011,9.3
McMinn,10,October,2011,10
McMinn,9,September,2011,10.5
McMinn,8,August,2011,11.1
McMinn,7,July,2011,11.9
McMinn,6,June,2011,12.5
McMinn,5,May,2011,10.9
McMinn,4,April,2011,11.4
McMinn,3,March,2011,12.2
McMinn,2,February,2011,12.6
McMinn,1,January,2011,13.6
McNairy,12,December,2018,2.8
McNairy,11,November,2018,2.8
McNairy,10,October,2018,3
